"Changkyu Song, Sejong Yoon, Vladimir Pavlovic",Fast ADMM Algorithm for Distributed Optimization with Adaptive Penalty,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12013,2016
"Marcel Steinmetz, Joerg Hoffmann",Towards Clause-Learning State Space Search: Learning to Recognize Dead-Ends,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11861,2016
"Roni Stern, Meir Kalech, Hilla Shinitzky",Implementing Troubleshooting with Batch Repair,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12245,2016
"Satya Gautam Vadlamudi, Subbarao Kambhampati",A Combinatorial Search Perspective on Diverse Solution Generation,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12498,2016
"Richard Anthony Valenzano, Fan Xie",On the Completeness of Best-First Search Variants That Use Random Exploration,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12520,2016
"Biao Wang, Ge Chen, Luoyi Fu, Li Song, Xinbing Wang, Xue Liu",DRIMUX: Dynamic Rumor Influence Minimization with User Experience in Social Networks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11878,2016
"Yiyang Wang, Risheng Liu, Xiaoliang Song, Zhixun Su",Linearized Alternating Direction Method with Penalization for Nonconvex and Nonsmooth Optimization,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11988,2016
"Yiyuan Wang, Shaowei Cai, Minghao Yin",Two Efficient Local Search Algorithms for Maximum Weight Clique Problem,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11915,2016
"Chen Xu, Zhouchen Lin, Zhenyu Zhao, Hongbin Zha",Relaxed Majorization-Minimization for Non-Smooth and Non-Convex Optimization,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12146,2016
"Haifeng Zhang, Yevgeniy Vorobeychik",Submodular Optimization with Routing Constraints,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11911,2016
"Liyiming Ke, Bo Li, Yevgeniy Vorobeychik",Behavioral Experiments in Email Filter Evasion,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11817,2016
"David Cohen, Ian Lane",An Oral Exam for Measuring a Dialog System's Capabilities,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12506,2016
"Priel Levy, David Sarne",Intelligent Advice Provisioning for Repeated Interaction,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11954,2016
"Makoto Otsuka, Takayuki Osogami",A Deep Choice Model,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12098,2016
"Avraham Shvartzon, Amos Azaria, Sarit Kraus, Claudia V. Goldman, Joachim Meyer, Omer Tsimhoni",Personalized Alert Agent for Optimal User Performance,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11822,2016
"Basma Alharbi, Abdulhakim Qahtan, Xiangliang Zhang",Minimizing User Involvement for Learning Human Mobility Patterns from Location Traces,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11886,2016
"Thomas E. Allen, Judy Goldsmith, Hayden Elizabeth Justice, Nicholas Mattei, Kayla Raines",Generating CP-Nets Uniformly at Random,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12439,2016
"Mario Alviano, Wolfgang Faber, Hannes Strass",Boolean Functions with Ordered Domains in Answer Set Programming,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12078,2016
"Francesco Belardinelli, Wiebe van der Hoek",A Semantical Analysis of Second-Order Propositional Modal Logic,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12223,2016
"Vaishak Belle, Gerhard Lakemeyer, Hector Levesque",A First-Order Logic of Probability and Only Knowing in Unbounded Domains,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12271,2016
"Meghyn Bienvenu, Camille Bourgaux, François Goasdoué",Explaining Inconsistency-Tolerant Query Answering over Description Logic Knowledge Bases,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12025,2016
"Benjamin Bittner, Marco Bozzano, Alessandro Cimatti, Gianni Zampedri",Automated Verification and Tightening of Failure Propagation Models,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12037,2016
"Elise Bonzon, Jérôme Delobelle, Sébastien Konieczny, Nicolas Maudet",A Comparative Study of Ranking-Based Semantics for Abstract Argumentation,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12465,2016
"Elena Botoeva, Diego Calvanese, Valerio Santarelli, Domenico Fabio Savo, Alessandro Solimando, Guohui Xiao",Beyond OWL 2 QL in OBDA: Rewritings and Approximations,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12238,2016
Simone Bova,SDDs Are Exponentially More Succinct than OBDDs,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12270,2016
Melisachew Wudage Chekol,On the Containment of SPARQL Queries under Entailment Regimes,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12027,2016
"Bernardo Cuenca Grau, Egor V. Kostylev",Logical Foundations of Privacy-Preserving Publishing of Linked Data,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12253,2016
"Giuseppe De Giacomo, Yves Lespérance, Fabio Patrizi, Sebastian Sardina",Verifying ConGolog Programs on Bounded Situation Calculus Theories,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12470,2016
"Daniel de Leng, Fredrik Heintz",Qualitative Spatio-Temporal Stream Reasoning with Unobservable Intertemporal Spatial Relations Using Landmarks,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12077,2016
"Eduart Eiben, Robert Ganian, Sebastian Ordyniak",Using Decomposition-Parameters for QBF: Mind the Prefix!,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12420,2016
"Valeria Fionda, Gianluigi Greco",The Complexity of LTL on Finite Traces: Hard and Easy Fragments,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12250,2016
"Tomi Janhunen, Shahab Tasharrofi, Eugenia Ternovska",SAT-to-SAT: Declarative Extension of SAT Solvers with New Propagators,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12323,2016
"Guoliang Ji, Kang Liu, Shizhu He, Jun Zhao",Knowledge Graph Completion with Adaptive Sparse Transfer Matrix,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11982,2016
